Snack,Alu Wadi,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,pcs,no,no,no,yes,,yes,no,no,Alu Wadi is an Indian snack-appetizer made with Colocasia (Taro) leaves that can even be served as side dish with your meal.,dish/Alu_Wadi.png
Desserts,Pineapple Pineapple,"lunch,dinner,Hi-tea",Indian,Indian,Vegetarian,pcs,yes,no,no,no,,no,no,yes,House specialty fat free pineapple halwa served on a slice of fresh pineapple.,dish/Pineapple_Pineapple.png
Desserts,Dry Fruit Basundi,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,no,yes,no,"Traditional basundi with dry fruits such as badam, pista, kaju, anjeer and kishmis",dish/Dry_Fruit_Basundi.png
Desserts,Roasted Almond Shrikhand,"lunch,dinner,Hi-tea",Indian,Gujarati,Vegetarian,gms,no,no,no,no,,no,yes,no,Traditional Gujarati sweet made of curd with roasted almond.,dish/Roasted_Almond_Shrikhand.png
Desserts,Stuffed Gulab Jamun,"lunch,dinner,Hi-tea",Indian,"North Indian, Punjabi",Vegetarian,pcs,no,yes,no,no,,no,yes,no,"A beloved Indian dessert consisting of fried balls of a dough made from milk solids and semolina, soaked with an aromatic syrup spiced with green cardamom, rose water, saffron, stuffed with dry fruits",dish/Stuffed_Gulab_Jamun.png
Desserts,Malai Kalakand With Arborio Kheer In Martini Glass,"lunch,dinner,Hi-tea",International,International,Vegetarian,person,no,no,no,no,,no,yes,no,Araborio Kheer is a sweet mix of Arborio Rice & Grains soaked in creamy milk layered on top of Malai Kalakand and crunchy chikki and chewy dried fruits as garnishing,dish/Malai_Kalakand_With_Arborio_Kheer_In_Martini_Glass.png
Desserts,Pineapple Alaska,"lunch,dinner,Hi-tea",International,International,Vegetarian,pcs,no,no,yes,no,,no,yes,no,Pineapple and saffron infused almond sugarless cream dessert.,dish/Pineapple_Alaska.png
Desserts,Coconut Delight,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,Rabdi and mawa laced with coconut served in a shell on a bed of ice.,dish/Coconut_Delight.png
Desserts,Live Ghevar with Rabdi,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,yes,no,no,,no,yes,no,"Traditional Indian sweet, Ghevar is made with flour and soaked in sugar syrup. The crispy deep-fried discs are soaked in sugar syrup and garnished with nuts topped with lachha rabadi",dish/Live_Ghevar_with_Rabdi.png
Desserts,Sitaphal Delight,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,yes,no,Rabdi and Mawa laced with Sitaphal Pulp served in a shell on a bed of ice.,dish/Sitaphal_Delight.png
Desserts,Gud Cham Cham,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,yes,,no,no,no,Gud Cham cham is a sweet made by curdling milk and then shaping the coagulated solids to cylindrical shape pieces. These are cooked in jaggery,dish/Gud_Cham_Cham.png
Desserts,Sitaphal Cream,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,"Sitaphal cream is the kind of dessert that makes you feel you've gone straight to dessert heaven. It is so rich and creamy. That said, you can only have a little at a time",dish/Sitaphal_Cream.png
Desserts,Ghevar Basundi,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,yes,no,no,,yes,yes,no,"Traditional Indian sweet, Ghevar is made with flour and soaked in sugar syrup. The crispy deep-fried discs are soaked in sugar syrup and garnished with nuts and then served in basundi.",dish/Ghevar_Basundi.png
Desserts,Dry Fruit Halwa,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,gms,no,no,no,no,,no,yes,no,A traditional sweet dish cooked on tawa made of dry fruit and whole dried milk.,dish/Dry_Fruit_Halwa.png
Desserts,Badam Burger,"lunch,dinner,Hi-tea",Indian,Indian,Vegetarian,pcs,no,no,yes,no,,no,yes,no,In house sweet made of Cashew nut and Almond paste in burger style and baked.,dish/Badam_Burger.png
Desserts,Keshar Puranpoli,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,pcs,no,no,yes,no,,yes,no,no,A traditional wheat pan cake stuffed with thick tuer dal and saffron,dish/Keshar_Puranpoli.png
Desserts,AnjeerPuranpoli (Sugar Free),"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,yes,no,,no,yes,no,"A traditional wheat pan cake stuffed with thick tuer dal, anjeer and saffron.",dish/AnjeerPuranpoli_(Sugar_Free).png
Desserts,Malai Moon,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,no,no,Flattened keshar flavoured rasgulla neatly coated with fine mawa served in banana leaves,dish/Malai_Moon.png
Desserts,Malai Akhrot Halwa,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,gms,no,no,no,no,,no,yes,no,A traditional sweet dish cooked on tawa made of walnut and whole dried milk.,dish/Malai_Akhrot_Halwa.png
Desserts,Strawberry Malaika,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,Malai and strawberry Crush served in kullad.,dish/Strawberry_Malaika.png
Desserts,Garam Gud Ka Baked Rasgulla,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,yes,no,,no,no,no,Rasgoola topped with jaggery infused rabdi. A specialty of Kolkata,dish/Garam_Gud_Ka_Baked_Rasgulla.png
Desserts,Rose Petal Kaju Gulkand Halwa,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,gms,no,no,no,no,,no,yes,no,Tradional cashew nut and Gulkand halwa with rose petals,dish/Rose_Petal_Kaju_Gulkand_Halwa.png
Desserts,Lemon Grass Rasmalai,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,yes,yes,no,Rasmalai infused with lemon grass served in kullad,dish/Lemon_Grass_Rasmalai.png
Main Course,Kali Mirch Ka Korma,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,yes,no,no,Mix vegetable chopped and simmered in black pepper flavoured creamy base,dish/Kali_Mirch_Ka_Korma.png
Desserts,Churma Ladwa,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,pcs,no,no,yes,no,,yes,no,no,"A gujrati sweet made from whole wheat flour, ghee and Jaggery",dish/Churma_Ladwa.png
Desserts,Halwai Ka Halwa,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,person,no,no,yes,no,,no,yes,no,"A house specialty, fat free gajar halwa infused with angoori rasgoola topped with rabdi and baked",dish/Halwai_Ka_Halwa.png
Beverage,Fresh Tender Coconut,"breakfast,lunch,dinner,Hi-tea",International,International,Vegetarian,person,yes,no,no,no,,yes,no,yes,"Tender coconut water is rich in vitamins, minerals, and electrolytes. These help the body to restore the essential electrolytes.",dish/Fresh_Tender_Coconut.png
Desserts,Gajar Halwa,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,gms,no,no,no,no,,no,yes,no,"Gajar Halwa is a carrot-based sweet dessert pudding made by placing grated carrots in a pot containing milk, sugar and cardamom and then cooking while stirring regularly.",dish/Gajar_Halwa.png
Desserts,Mango Malaika,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,Thickened rabadi mixed with mango pulp and topped with kesar and mango pieces,dish/Mango_Malaika.png
Desserts,Santra Mantra In Orange Shell,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,yes,no,no,,no,no,no,Crispy chura boondi soaked in orange juice and topped with orange zest,dish/Santra_Mantra_In_Orange_Shell.png
Desserts,Baked Rasgoola,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,yes,no,,no,no,no,Rasgoolas made from nalli jaggery imported from kolkatta topped with luscious rabdi and gratinated,dish/Baked_Rasgoola.png
Desserts,Malai-ka Sitaphal,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,Thickened rabdi mixed with sitaphal pulp and topped with kesar and sitaphal pieces,dish/Malai-ka_Sitaphal.png
Desserts,Rasgoola,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,yes,no,no,"Rasgoola is a syrupy dessert made from ball-shaped dumplings of chhena dough, cooked in light sugar syrup.",dish/Rasgoola.png
Desserts,Thandai Rasgoola,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,yes,no,Bengali sweet dish rasgoola stuffed with thandai masala and served chilled,dish/Thandai_Rasgoola.png
Breakfast,Thali Pith,breakfast,Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,no,no,"A type of savoury multi-grain pancake famous in Maharashtra. The dough is preparedfrom a special flour made from roasted Chana daal, Urad daal, coriander seeds, cumin seeds,wheat, and Rice & Grains",dish/Thali_Pith.png
Desserts,Kharvas,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,yes,,no,no,no,"Kharvas is an Indian milk pudding made from cow or buffalo colostrum, the first form of milk produced within one or two days of giving birth.",dish/Kharvas.png
Desserts,Targola Cham Cham on Bed of Ice,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,yes,no,Fresh targola fruit stuffed with mawa cream and dryfruit,dish/Targola_Cham_Cham_on_Bed_of_Ice.png
Desserts,Sitaphal Basundi,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,no,no,no,An Indian liquid dessert made with sweetened condensed milk mixed with Sitaphal pulp and served chilled,dish/Sitaphal_Basundi.png
Desserts,Lychee Cham Cham on Bed of Ice,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,yes,no,Fresh Lychee fruit stuffed with mawa cream and dryfruit,dish/Lychee_Cham_Cham_on_Bed_of_Ice.png
Desserts,Strawberry Basundi,"lunch,dinner,Hi-tea",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,no,no,no,Traditional basundi flavoured with strawberry pulp and pieces,dish/Strawberry_Basundi.png
Main Course,Patta Gobi Mutter,"lunch,dinner",Indian,North Indian,Vegetarian,gms,yes,no,no,no,,yes,no,yes,Shredded cabbage and green peas dry preparataion,dish/Patta_Gobi_Mutter.png
Main Course,Haldi ki Sabzi,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,no,no,"Haldi ki Sabji achieves a unique taste owing to the use of black pepper, clove and bay leaves contained in the Garam Masala",dish/Haldi_ki_Sabzi.png
Rice and Grains,Black Dal,"lunch,dinner",Indian,"North Indian, Punjabi",Vegetarian,person,no,no,no,no,,no,no,no,"This delicious and creamy Punjabi lentil dish is made with whole black gram (sabut urad dal), tomatoes and the usual Indian spices",dish/Black_Dal.png
Main Course,Gujrati Kadhi Pakodi,"lunch,dinner",Indian,"Gujarati, North Indian",Vegetarian,person,no,yes,no,no,,yes,no,no,"A semi thick curry based on gram flour, and contains vegetable fritters called pakoras, to which dahi is added to give it a bit of sour taste",dish/Gujrati_Kadhi_Pakodi.png
Rice and Grains,Gujrati Kadhi,"lunch,dinner",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,no,no,no,"A semi thick curry based on gram flour, to which dahi is added to give it a bit of sour taste",dish/Gujrati_Kadhi.png
Rice and Grains,Veg. Biryani,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Veg biryani is a delicious and aromatic preparation of Rice & Grains, vegetables and spices",dish/Veg._Biryani.png
Main Course,Sindhi Kadhi,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,no,no,"This tangy Kadhi is made with roasted besan, (gram flour) and mix of vegetables",dish/Sindhi_Kadhi.png
Bread & Roti,Malbari Paratha,"breakfast,lunch,dinner",Indian,South Indian,Vegetarian,pcs,no,no,no,no,,no,no,yes,Malabar paratha is a unique dish from  cuisine which is very common in Kerala and Tamil Nadu.,dish/Malbari_Paratha.png
Rice and Grains,Dal Sultani,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,Awadhi Cuisines comes from the city of Nawabs (Lucknow). This cuisine is famous for its distinctly aromatic and flavourful dishes. Use of cream and aromatic spices makes this dish truly Nawabi.,dish/Dal_Sultani.png
Rice and Grains,Taj Laving No Vagharelo Bhaat,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,"Fine basmati Rice & Grains cooked with the flavor of cloves, cinnamon, and other assorted spices",dish/Taj_Laving_No_Vagharelo_Bhaat.png
Rice and Grains,Methi Chaman Pulao,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,"Delicious basmati Rice & Grains cooked with methi, paneer, corn grated with spices.",dish/Methi_Chaman_Pulao.png
Rice and Grains,Kaju Khajur Ni God Chatti Tuvar Dal,"lunch,dinner",Indian,Gujarati,Vegetarian,person,no,no,no,no,,no,yes,no,Traditional Gujarati dal with the taste of sweetness in Indian spices,dish/Kaju_Khajur_Ni_God_Chatti_Tuvar_Dal.png
Rice and Grains,Veg Pulao,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,yes,Rice & Grains preparation with assortments of vegetables,dish/Veg_Pulao.png
Rice and Grains,Bisibella Bhaat With Pacheri Raita,"lunch,dinner",Indian,"South Indian, Karnataka",Vegetarian,person,no,no,no,no,,no,no,no,"Bisi bele bhath or bisi bele huliyanna is a spicy, Rice & Grains-based dish with origins in the state of Karnataka, India. It is said to have originated in the Mysore Palace and from there spread across the state of Karnataka.",dish/Bisibella_Bhaat_With_Pacheri_Raita.png
Rice and Grains,Kanpuri Dal Chawal,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,yes,no,"A well known wholesome Indian meal consisting layers of dal and Rice & Grains topped with masala peanuts, papad churi, caramalised vegetables and a spoonfull of ghee",dish/Kanpuri_Dal_Chawal.png
Rice and Grains,Lachko Dal,"lunch,dinner",Indian,Gujarati,Vegetarian,person,yes,no,no,no,,no,no,yes,A famous Gujrati variation of thicken dal made from tuvar or split gram,dish/Lachko_Dal.png
Rice and Grains,Tosa Biryani,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,A flavor full vegetable biryani preparation served from our restaurant ‘Tosa’,dish/Tosa_Biryani.png
Rice and Grains,Hyderabadi Biryani,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,The pluperfect Rice & Grains delicacy of vegetables cooked with the finest Basmati,dish/Hyderabadi_Biryani.png
Rice and Grains,Mirch Ka Salan,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,yes,no,Bhavnagari Chillies cooked in coarse coconut based sauce.,dish/Mirch_Ka_Salan.png
Rice and Grains,Kulhad Undhiya Biryani,"lunch,dinner",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,no,no,no,The pluperfect Rice & Grains delicacy of vegetables cooked with the finest basmati and traditional Gujarati undhiya mixed served in kulhad,dish/Kulhad_Undhiya_Biryani.png
Rice and Grains,Surti Dal,"lunch,dinner",Indian,"Gujarati, North Indian",Vegetarian,person,no,no,no,no,,yes,no,no,The traditional gujrati dal is made from tuvar dal (pigeon pea lentils) and is slightly sweet and sour due to the addition of jaggery and lemon juice. The tomatoes also add a lot of flavor to the dal.,dish/Surti_Dal.png
Rice and Grains,Dal Khichadi,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,Dal khichdi is a mixture of Rice & Grains and Toor dal cooked together in spices.,dish/Dal_Khichadi.png
Rice and Grains,Masala Khichdi,"lunch,dinner",Indian,"North Indian, Gujarati",Vegetarian,person,no,no,no,yes,,no,no,no,Masala Khichdi is a spicy variation of simple khichdi. This is healthy but ultimate comfort food. Khichdi is basically prepared with Rice & Grains and lentils.,dish/Masala_Khichdi.png
Rice and Grains,Bundi Raita,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,no,no,Boondi Raita is a healthy and delicious accompaniment made with yogurt and small fried balls made of chickpea flour. Pair it with Indian food.,dish/Bundi_Raita.png
Main Course,Beans Enchiladas,"lunch,dinner",International,"Mexican, International",Vegetarian,person,no,no,yes,no,,no,no,yes,"An enchilada is a Mexican dish consisting of a corn tortilla rolled around a filling and covered with a savory sauce. Enchiladas can be filled with various ingredients, including cheese, beans, mash and vegetables",dish/Beans_Enchiladas.png
Main Course,Tacos,"lunch,dinner",International,"Mexican, International",Vegetarian,pcs,no,no,yes,no,,no,no,yes,A traditional Mexican dish composed of a corn folded around a filling of beans Accompanied by garnishes,dish/Tacos.png
Rice and Grains,Tawa Pulao,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,no,no,"Tawa Pulao is called so because it is cooked on the same tawa as a pav bhaji, soaking up all the spicy flavours of the pav bhaji masala.",dish/Tawa_Pulao.png
Desserts,Chowpatty Patta Kulfi,"lunch,dinner,Hi-tea",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,yes,no,Kulfi is an Indian ice-cream made from thickened and reduced milk flavoured with saffron and cardamom - Malai / Keshar Pista / Chikoo / Mango,dish/Chowpatty_Patta_Kulfi.png
Main Course,Qaiser- E- Pukhta,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Main ingredient - Paneer, Tomato based gravy with cheese and shahi masalas",dish/Qaiser-_E-_Pukhta.png
Main Course,Subz Akbari Korma,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,Exotic Veg made with cashew raisins and cream with fresh masalas,dish/Subz_Akbari_Korma.png
Main Course,Malai Kofta,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,yes,no,"Malai Kofta is a curried vegetarian dish consisting of crisp fried potato paneer koftas (fried balls) served with a creamy,",dish/Malai_Kofta.png
Main Course,Lucknowi Kofta,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,no,no,"Vegetable, cottage cheese and spinach kofta, made with tomato based gravy and fresh masalas",dish/Lucknowi_Kofta.png
Main Course,Methi Malai Mutter,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Methi matar malai is a North Indian dish, as the name says it is made from methi (fenugreek leaves), mutter (green peas) and malai (heavy cream) Methi matar malai gravy made from cashew and fenugreek leaves with some spices",dish/Methi_Malai_Mutter.png
Rice and Grains,Awadhi Subz Biryani,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Fresh selected vegetables cooked with rare basmati Rice & Grains and khada masala, dry fruits and milk",dish/Awadhi_Subz_Biryani.png
Main Course,Burrito,"lunch,dinner",International,International,Vegetarian,pcs,no,no,no,no,,yes,no,no,"Herbed Rice & Grains, chilly beans, dollop of sour cream, guacamole and picode galoo wrapped in authentic Mexican wheat flour tortilla",dish/Burrito.png
Main Course,Avial,"lunch,dinner",Indian,South Indian,Vegetarian,person,no,no,no,no,,yes,yes,no,"Avial is a delicious preparation made with mixed vegetables, curd, coconut and seasoned with coconut oil and curry leaves",dish/Avial.png
Main Course,Shahi Dum Aloo,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,no,yes,no,Baby potatoes cooked in kaju gravy with kesar,dish/Shahi_Dum_Aloo.png
Snack,Patra,"lunch,Hi-tea",Indian,"Gujarati, Indian",Vegetarian,pcs,yes,no,no,yes,,no,no,yes,"This is a savoury steamed leaf roll recipe, made from arbi or colocasia leaf",dish/Patra.png
Main Course,Stuffed Parwal,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,yes,no,no,,yes,no,no,"Parwal stuffed with spicy masalas, bursting with flavours",dish/Stuffed_Parwal.png
Starters,Dry Manchurian,"lunch,dinner",Indian,Chinese,Vegetarian,pcs,no,yes,no,no,,no,no,no,"This veg manchurian Indo Chinese starter is a mixture of crunchy veggies shaped into balls and deep-fried, and then tossed with an assortment of sauces and flavour enhancers",dish/Dry_Manchurian.png
Starters,Italian Bruchetta,"lunch,dinner,Hi-tea",International,"Italian, International",Vegetarian,pcs,no,no,yes,no,,no,no,no,Hot oven glazed baguette slices topped with creole spice and cheese-  Grilled Veggies and Cheddar Cheese-  Sun Dried Tomat and Olive -  Fresh Tomat and Basil,dish/Italian_Bruchetta.png
Starters,Brushetta,"lunch,dinner,Hi-tea",International,"Italian, International",Vegetarian,pcs,no,no,yes,no,,no,no,no,"Bruschetta is an antipasto from Italy consisting of grilled bread rubbed with spices and topped with olive oil and salt. Variations may include toppings of tomato, vegetables, beans, cheese.",dish/Brushetta.png
Bread & Roti,Mini Bagel with cream cheese,"breakfast,Hi-tea",International,International,Vegetarian,pcs,no,no,yes,no,,no,no,no,American steamed bread with Philadelphia cream cheese,dish/Mini_Bagel_with_cream_cheese.png
Bread & Roti,Mini bagel sundried tomato and jalapeno,"breakfast,Hi-tea",International,International,Vegetarian,pcs,no,no,no,yes,,no,no,no,American steamed bread with sundried tomatoes and Jalapeno,dish/Mini_bagel_sundried_tomato_and_jalapeno.png
Breakfast,Malgudi Dossa,"breakfast,lunch,dinner",Indian,South Indian,Vegetarian,pcs,no,no,no,no,,no,no,no,Multigrain dossa served with traditional  masala and vegetables,dish/Malgudi_Dossa.png
Breakfast,Corn Palak Dossa,"breakfast,lunch,dinner",Indian,North Indian,Vegetarian,pcs,no,no,no,no,,no,no,no,Plain Rice & Grains pan cake with the stuffing of spinach and American corn,dish/Corn_Palak_Dossa.png
Desserts,Radhe Radhe Kadhai Dudh,Hi-tea,Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Garama Garam Krishna Bhoomi, the famous doodhwala of Mathura makes garama garam kadhai doodh (served both with and without sugar) in mitti kullads, garnished with dry fruits and kesar.",dish/Radhe_Radhe_Kadhai_Dudh.png
Main Course,Makai Tepalak di sabzi,"lunch,dinner",Indian,North Indian,Vegetarian,person,no,no,no,no,,no,no,no,American corn cooked in spinach gravy,dish/Makai_Tepalak_di_sabzi.png
Main Course,Stuffed Bhature with Chole,"lunch,breakfast",Indian,"North Indian, Punjabi",Vegetarian,person,no,yes,no,no,,yes,no,no,"Bhatoora is a fluffy deep-fried leavened sourdough bread originating from the Indian subcontinent. It is commonly served as a midday meal or a breakast dish in northern and India. Paired with chickpea curry, called chhole or channe, it forms a traditional dish called chhole bhature which originated in Punjab.",dish/Stuffed_Bhature_with_Chole.png
Bread & Roti,Cheese Bhature,"lunch,dinner",Indian,"North Indian, Punjabi",Vegetarian,pcs,no,yes,no,no,,no,no,no,"Deft Hands Stuffed CheeseIn Soft Bhature Dough, And Fry Them Puffy Bhature Like You Have Never Eaten",dish/Cheese_Bhature.png
Snack,Makai Ki Kheech,Hi-tea,Indian,North Indian,Vegetarian,person,yes,no,no,no,,no,no,yes,Handcrused Corn Kernel spiced with lemon and chat masala with lemon wedge,dish/Makai_Ki_Kheech.png
Snack,Shahi Poha Snack,Hi-tea,Indian,North Indian,Vegetarian,person,yes,no,no,no,,no,no,no,Milk soaked Rice & Grains flakes served like a bhel,dish/Shahi_Poha_Snack.png
Breakfast,Shahi Poha,breakfast,Indian,North Indian,Vegetarian,person,no,no,no,no,,no,yes,no,"Poha also known as Pohe is a quick Indian Breakfast made with flattened Rice & Grains, spices, herbs, lemon juice & peanuts.",dish/Shahi_Poha.png
